gender,height,city
Male,172,seoul
Male,167,seoul
FeMale,188,gyeonggi
FeMale,166,busan
Male,167,seoul
FeMale,161,busan
Male,182,busan
Male,160,seoul
FeMale,169,gyeonggi
Male,167,busan
FeMale,179,seoul
Male,160,seoul
FeMale,176,busan
Male,170,busan
Male,168,gyeonggi
Male,188,gyeonggi
FeMale,181,busan
FeMale,186,busan
FeMale,183,gyeonggi
Male,161,busan
FeMale,161,seoul
Male,185,gyeonggi
FeMale,168,seoul
FeMale,184,busan
FeMale,168,seoul
Male,166,seoul
Male,184,busan
FeMale,161,seoul
FeMale,175,seoul
FeMale,188,gyeonggi
Male,168,gyeonggi
FeMale,164,busan
FeMale,166,gyeonggi
Male,160,seoul
Male,165,gyeonggi
FeMale,180,seoul
Male,184,busan
FeMale,171,gyeonggi
Male,169,gyeonggi
FeMale,180,busan
FeMale,188,gyeonggi
Male,165,busan
FeMale,173,gyeonggi
Male,162,seoul
FeMale,187,seoul
Male,186,busan
Male,182,busan
FeMale,171,seoul
Male,165,gyeonggi
FeMale,178,gyeonggi
FeMale,167,busan
Male,164,busan
Male,188,seoul
Male,189,gyeonggi
FeMale,163,gyeonggi
FeMale,187,seoul
FeMale,175,gyeonggi
Male,179,seoul
FeMale,168,gyeonggi
FeMale,183,seoul
Male,168,busan
Male,172,busan
FeMale,164,seoul
FeMale,181,gyeonggi
FeMale,177,gyeonggi
Male,184,busan
FeMale,168,gyeonggi
Male,173,busan
FeMale,176,busan
Male,190,seoul
Male,167,busan
Male,176,gyeonggi
Male,161,gyeonggi
FeMale,176,gyeonggi
Male,163,busan
Male,181,seoul
Male,176,seoul
FeMale,174,gyeonggi
FeMale,184,seoul
Male,172,busan
Male,185,busan
Male,167,seoul
FeMale,184,busan
FeMale,171,seoul
FeMale,180,seoul
Male,189,busan
FeMale,169,seoul
Male,189,busan
Male,179,busan
FeMale,176,seoul
Male,179,busan
Male,177,gyeonggi
FeMale,168,seoul
Male,170,gyeonggi
FeMale,169,busan
FeMale,163,gyeonggi
FeMale,170,gyeonggi
Male,162,seoul
Male,181,gyeonggi
FeMale,190,gyeonggi
FeMale,184,busan
FeMale,182,busan
FeMale,162,busan
FeMale,160,busan
Male,173,gyeonggi
FeMale,167,seoul
FeMale,190,busan
Male,173,seoul
FeMale,177,gyeonggi
Male,187,gyeonggi
FeMale,188,gyeonggi
Male,169,gyeonggi
FeMale,162,gyeonggi
Male,172,gyeonggi
FeMale,189,busan
FeMale,171,seoul
FeMale,172,busan
FeMale,188,busan
FeMale,165,gyeonggi
FeMale,162,gyeonggi
Male,189,seoul
FeMale,164,busan
Male,185,busan
FeMale,163,gyeonggi
Male,183,busan
Male,183,gyeonggi
Male,190,seoul
FeMale,167,busan
Male,173,gyeonggi
Male,176,gyeonggi
FeMale,170,busan
FeMale,172,seoul
Male,175,gyeonggi
Male,160,seoul
Male,165,busan
Male,165,busan
Male,166,busan
FeMale,182,busan
Male,160,seoul
FeMale,161,seoul
FeMale,190,busan
Male,177,busan
Male,163,busan
Male,172,seoul
Male,175,gyeonggi
Male,170,seoul
Male,186,busan
FeMale,166,busan
FeMale,177,gyeonggi
Male,166,gyeonggi
FeMale,162,seoul
FeMale,181,gyeonggi
FeMale,170,busan
Male,169,seoul
Male,187,seoul
Male,183,gyeonggi
FeMale,167,seoul
Male,180,gyeonggi
Male,176,busan
FeMale,166,gyeonggi
FeMale,183,gyeonggi
Male,179,seoul
Male,175,seoul
Male,167,seoul
FeMale,169,seoul
Male,164,seoul
Male,176,gyeonggi
Male,181,gyeonggi
FeMale,162,gyeonggi
FeMale,189,busan
FeMale,162,seoul
FeMale,165,seoul
Male,168,seoul
Male,162,busan
FeMale,184,busan
FeMale,165,busan
Male,166,busan
FeMale,162,seoul
Male,173,busan
FeMale,170,busan
Male,170,gyeonggi
Male,176,busan
Male,164,seoul
FeMale,169,busan
FeMale,166,gyeonggi
FeMale,175,gyeonggi
FeMale,187,gyeonggi
Male,165,seoul
FeMale,185,gyeonggi
FeMale,174,busan
FeMale,160,seoul
Male,164,gyeonggi
Male,166,gyeonggi
Male,189,busan
Male,171,seoul
Male,186,busan
Male,186,busan
FeMale,166,busan
Male,177,busan
FeMale,185,seoul
Male,179,gyeonggi
FeMale,165,gyeonggi
Male,171,seoul
Male,177,gyeonggi
FeMale,176,gyeonggi
Male,187,gyeonggi
FeMale,160,busan
Male,182,gyeonggi
FeMale,187,gyeonggi
Male,165,seoul
Male,162,busan
Male,177,gyeonggi
FeMale,163,seoul
FeMale,185,gyeonggi
Male,184,busan
FeMale,187,seoul
FeMale,190,gyeonggi
Male,173,busan
FeMale,173,gyeonggi
Male,186,seoul
Male,163,busan
Male,161,busan
FeMale,176,busan
Male,160,busan
Male,178,busan
FeMale,162,seoul
Male,187,seoul
Male,171,busan
FeMale,176,seoul
Male,172,busan
Male,166,gyeonggi
FeMale,169,busan
FeMale,172,busan
Male,188,seoul
FeMale,187,seoul
Male,175,busan
FeMale,169,seoul
FeMale,166,gyeonggi
FeMale,163,seoul
FeMale,184,gyeonggi
FeMale,188,busan
FeMale,181,busan
FeMale,174,gyeonggi
FeMale,173,gyeonggi
FeMale,187,gyeonggi
FeMale,180,seoul
Male,168,seoul
Male,170,busan
Male,185,busan
Male,173,busan
Male,189,seoul
FeMale,187,gyeonggi
Male,179,seoul
FeMale,171,seoul
FeMale,190,seoul
FeMale,172,gyeonggi
Male,185,seoul
Male,165,seoul
Male,163,seoul
Male,166,busan
Male,174,seoul
Male,160,gyeonggi
Male,175,seoul
Male,161,gyeonggi
Male,189,seoul
FeMale,172,busan
FeMale,190,gyeonggi
FeMale,187,busan
FeMale,175,gyeonggi
Male,176,gyeonggi
Male,168,seoul
Male,179,busan
FeMale,180,busan
FeMale,171,busan
FeMale,171,busan
FeMale,180,seoul
FeMale,167,seoul
Male,190,busan
Male,163,seoul
FeMale,166,busan
Male,164,busan
FeMale,175,seoul
FeMale,185,gyeonggi
FeMale,176,busan
FeMale,173,gyeonggi
Male,164,busan
Male,160,seoul
FeMale,169,busan
Male,189,seoul
Male,177,gyeonggi
Male,177,seoul
FeMale,190,seoul
Male,187,busan
FeMale,186,busan
FeMale,167,busan
Male,179,seoul
FeMale,182,gyeonggi
Male,178,gyeonggi
FeMale,164,gyeonggi
FeMale,177,gyeonggi
FeMale,181,busan
FeMale,164,seoul
Male,179,busan
FeMale,169,busan
FeMale,186,gyeonggi
FeMale,160,gyeonggi
Male,164,seoul
Male,172,seoul
FeMale,166,gyeonggi
FeMale,172,gyeonggi
FeMale,188,gyeonggi
FeMale,179,gyeonggi
Male,174,seoul
FeMale,179,gyeonggi
FeMale,165,seoul
Male,184,busan
FeMale,172,seoul
FeMale,174,busan
FeMale,170,seoul
Male,188,gyeonggi
FeMale,163,gyeonggi
Male,190,seoul
Male,183,gyeonggi
Male,162,busan
Male,188,seoul
FeMale,163,seoul
Male,176,busan
Male,171,seoul
Male,179,seoul
FeMale,164,seoul
Male,161,seoul
FeMale,176,busan
Male,182,busan
Male,189,gyeonggi
Male,185,gyeonggi
Male,172,busan
FeMale,169,seoul
FeMale,178,seoul
Male,168,seoul
FeMale,179,busan
FeMale,189,busan
FeMale,183,busan
FeMale,182,seoul
Male,180,busan
Male,174,gyeonggi
FeMale,183,seoul
Male,181,seoul
FeMale,160,gyeonggi
FeMale,187,busan
Male,173,busan
FeMale,189,gyeonggi
Male,169,busan
Male,174,busan
FeMale,167,gyeonggi
Male,161,gyeonggi
FeMale,187,busan
Male,168,gyeonggi
Male,163,busan
Male,174,busan
Male,168,gyeonggi
FeMale,184,gyeonggi
Male,173,seoul
Male,176,gyeonggi
Male,166,gyeonggi
Male,174,seoul
Male,173,seoul
FeMale,172,seoul
FeMale,177,busan
FeMale,178,seoul
FeMale,163,seoul
Male,167,gyeonggi
Male,169,gyeonggi
FeMale,174,gyeonggi
Male,170,busan
FeMale,166,gyeonggi
Male,164,busan
FeMale,180,gyeonggi
Male,189,busan
Male,188,busan
Male,167,seoul
FeMale,189,gyeonggi
Male,189,busan
FeMale,166,seoul
Male,188,seoul
Male,189,gyeonggi
FeMale,161,gyeonggi
FeMale,185,gyeonggi
Male,164,seoul
Male,175,seoul
Male,173,gyeonggi
Male,171,busan
Male,183,busan
Male,172,gyeonggi
FeMale,179,gyeonggi
Male,168,seoul
FeMale,169,seoul
Male,162,seoul
Male,190,seoul
Male,177,busan
FeMale,187,busan
FeMale,182,gyeonggi
FeMale,161,seoul
FeMale,172,seoul
FeMale,184,gyeonggi
FeMale,166,gyeonggi
FeMale,164,busan
Male,172,gyeonggi
FeMale,170,gyeonggi
Male,173,busan
Male,160,busan
Male,190,seoul
Male,171,seoul
FeMale,184,seoul
Male,171,busan
FeMale,183,seoul
Male,165,seoul
FeMale,177,seoul
FeMale,168,busan
Male,186,busan
FeMale,166,busan
Male,164,gyeonggi
FeMale,184,gyeonggi
FeMale,184,gyeonggi
FeMale,173,gyeonggi
Male,167,gyeonggi
Male,177,busan
FeMale,165,gyeonggi
FeMale,177,gyeonggi
FeMale,174,gyeonggi
Male,160,gyeonggi
Male,170,busan
Male,165,gyeonggi
FeMale,171,busan
FeMale,173,gyeonggi
Male,179,gyeonggi
Male,165,seoul
FeMale,181,seoul
FeMale,168,busan
Male,176,busan
FeMale,183,seoul
FeMale,169,seoul
Male,168,seoul
FeMale,180,seoul
FeMale,166,busan
FeMale,188,seoul
FeMale,173,busan
Male,175,gyeonggi
FeMale,174,seoul
FeMale,175,gyeonggi
FeMale,188,busan
Male,175,gyeonggi
Male,180,seoul
Male,174,busan
FeMale,176,gyeonggi
FeMale,182,seoul
FeMale,170,seoul
Male,166,busan
FeMale,162,seoul
Male,164,busan
Male,161,seoul
FeMale,160,gyeonggi
Male,180,seoul
FeMale,160,busan
FeMale,170,seoul
FeMale,169,busan
FeMale,177,busan
FeMale,180,seoul
Male,172,seoul
Male,190,busan
Male,166,seoul
FeMale,189,seoul
FeMale,171,seoul
FeMale,169,gyeonggi
FeMale,171,seoul
FeMale,185,gyeonggi
FeMale,160,seoul
FeMale,180,gyeonggi
FeMale,160,busan
Male,164,gyeonggi
FeMale,180,seoul
Male,170,gyeonggi
FeMale,165,busan
Male,169,busan
FeMale,187,gyeonggi
FeMale,179,busan
Male,188,gyeonggi
FeMale,167,gyeonggi
Male,185,gyeonggi
FeMale,185,gyeonggi
FeMale,175,seoul
Male,178,busan
FeMale,187,gyeonggi
FeMale,190,seoul
Male,176,gyeonggi
FeMale,160,busan
Male,171,busan
FeMale,190,gyeonggi
Male,179,busan
Male,184,busan
FeMale,173,busan
Male,181,seoul
FeMale,166,seoul
Male,163,gyeonggi
FeMale,175,seoul
FeMale,173,seoul
Male,189,seoul
FeMale,168,gyeonggi
Male,168,busan
FeMale,182,busan
Male,171,seoul
Male,168,busan
Male,160,busan
FeMale,190,gyeonggi
FeMale,173,seoul
Male,164,gyeonggi
FeMale,177,gyeonggi
Male,187,busan
FeMale,163,busan
FeMale,178,gyeonggi
FeMale,162,busan
FeMale,184,busan
FeMale,183,seoul
Male,182,busan
FeMale,171,busan
FeMale,176,busan
Male,187,busan
FeMale,163,busan
FeMale,174,busan
FeMale,166,seoul
FeMale,167,seoul
FeMale,162,busan
FeMale,182,seoul
Male,168,seoul
Male,163,seoul
Male,185,gyeonggi
Male,174,gyeonggi
Male,173,busan
FeMale,187,seoul
FeMale,182,gyeonggi
Male,162,busan
Male,172,busan
FeMale,164,seoul
Male,188,seoul
FeMale,162,seoul
Male,190,busan
Male,172,gyeonggi
FeMale,189,gyeonggi
FeMale,183,seoul
FeMale,176,gyeonggi
FeMale,167,gyeonggi
Male,170,gyeonggi
FeMale,176,gyeonggi
Male,165,seoul
Male,162,busan
Male,179,gyeonggi
FeMale,185,gyeonggi
Male,172,gyeonggi
Male,190,gyeonggi
Male,189,seoul
FeMale,165,seoul
FeMale,178,busan
FeMale,187,seoul
Male,169,gyeonggi
FeMale,164,seoul
FeMale,168,gyeonggi
FeMale,166,gyeonggi
FeMale,189,seoul
Male,164,seoul
FeMale,181,busan
Male,173,gyeonggi
FeMale,181,busan
FeMale,172,gyeonggi
Male,164,gyeonggi
Male,175,seoul
FeMale,185,seoul
Male,163,busan
Male,169,seoul
FeMale,183,gyeonggi
FeMale,173,seoul
FeMale,161,gyeonggi
Male,172,seoul
Male,180,gyeonggi
FeMale,176,gyeonggi
Male,168,busan
Male,168,gyeonggi
FeMale,179,seoul
Male,178,seoul
Male,167,gyeonggi
FeMale,165,gyeonggi
FeMale,175,seoul
FeMale,186,busan
Male,175,seoul
Male,179,gyeonggi
Male,167,gyeonggi
Male,170,gyeonggi
Male,167,busan
Male,182,seoul
FeMale,174,seoul
FeMale,185,gyeonggi
FeMale,175,busan
FeMale,177,gyeonggi
Male,181,busan
FeMale,164,seoul
Male,164,busan
FeMale,177,seoul
FeMale,169,seoul
FeMale,182,seoul
Male,169,gyeonggi
Male,169,seoul
FeMale,184,gyeonggi
FeMale,160,seoul
Male,175,busan
Male,186,seoul
FeMale,176,gyeonggi
FeMale,167,seoul
FeMale,186,seoul
FeMale,178,gyeonggi
FeMale,167,busan
Male,181,gyeonggi
Male,182,seoul
Male,160,seoul
FeMale,186,busan
FeMale,164,seoul
FeMale,186,seoul
Male,188,gyeonggi
Male,163,seoul
Male,184,seoul
FeMale,166,seoul
FeMale,161,seoul
Male,173,seoul
Male,190,seoul
FeMale,176,gyeonggi
FeMale,160,busan
Male,165,gyeonggi
Male,183,gyeonggi
FeMale,171,busan
Male,175,seoul
Male,178,busan
Male,162,gyeonggi
Male,183,busan
Male,187,busan
FeMale,176,seoul
FeMale,167,gyeonggi
FeMale,186,busan
Male,185,busan
FeMale,181,seoul
Male,169,gyeonggi
Male,179,busan
Male,175,busan
FeMale,169,seoul
FeMale,165,seoul
FeMale,170,busan
Male,186,busan
Male,170,seoul
FeMale,185,busan
FeMale,172,gyeonggi
Male,173,seoul
Male,175,gyeonggi
FeMale,164,seoul
FeMale,189,gyeonggi
FeMale,173,gyeonggi
Male,162,busan
Male,181,busan
FeMale,175,seoul
Male,189,gyeonggi
FeMale,167,busan
Male,174,busan
FeMale,182,seoul
FeMale,164,seoul
Male,183,seoul
Male,176,gyeonggi
FeMale,188,gyeonggi
Male,187,busan
Male,167,busan
Male,161,seoul
FeMale,190,busan
FeMale,188,busan
FeMale,164,busan
FeMale,188,gyeonggi
FeMale,162,seoul
FeMale,177,gyeonggi
FeMale,187,seoul
FeMale,188,seoul
Male,181,busan
Male,176,gyeonggi
FeMale,183,busan
Male,179,seoul
FeMale,187,gyeonggi
FeMale,168,busan
Male,188,seoul
Male,166,busan
FeMale,177,gyeonggi
Male,160,busan
Male,180,gyeonggi
FeMale,180,seoul
FeMale,177,gyeonggi
Male,179,gyeonggi
FeMale,168,gyeonggi
Male,169,busan
FeMale,165,busan
FeMale,180,gyeonggi
FeMale,187,gyeonggi
Male,186,busan
FeMale,165,seoul
FeMale,190,gyeonggi
Male,190,seoul
FeMale,184,gyeonggi
Male,162,gyeonggi
Male,184,seoul
Male,174,busan
Male,173,gyeonggi
FeMale,188,gyeonggi
Male,174,seoul
FeMale,188,gyeonggi
FeMale,167,busan
Male,163,seoul
FeMale,172,seoul
FeMale,178,busan
FeMale,177,gyeonggi
FeMale,163,gyeonggi
Male,179,busan
FeMale,183,busan
Male,162,gyeonggi
FeMale,184,seoul
FeMale,179,gyeonggi
Male,188,seoul
FeMale,187,seoul
Male,162,busan
Male,189,seoul
FeMale,185,busan
Male,167,busan
FeMale,184,busan
FeMale,168,busan
Male,183,gyeonggi
Male,186,busan
FeMale,178,gyeonggi
Male,166,busan
Male,161,seoul
FeMale,184,gyeonggi
Male,183,gyeonggi
Male,166,gyeonggi
Male,167,seoul
FeMale,165,seoul
FeMale,182,seoul
FeMale,185,gyeonggi
FeMale,163,gyeonggi
Male,186,gyeonggi
FeMale,172,gyeonggi
Male,171,busan
Male,175,busan
FeMale,188,seoul
Male,176,busan
FeMale,180,seoul
Male,166,gyeonggi
FeMale,181,seoul
FeMale,174,seoul
FeMale,170,seoul
FeMale,161,seoul
Male,161,busan
FeMale,187,seoul
FeMale,163,gyeonggi
Male,169,seoul
Male,166,seoul
FeMale,183,busan
FeMale,185,busan
FeMale,170,gyeonggi
Male,161,seoul
Male,169,seoul
FeMale,180,busan
Male,182,seoul
Male,190,busan
FeMale,179,gyeonggi
FeMale,161,seoul
Male,179,gyeonggi
Male,162,busan
FeMale,169,gyeonggi
Male,173,gyeonggi
FeMale,172,gyeonggi
FeMale,170,seoul
Male,176,busan
Male,172,busan
Male,169,seoul
FeMale,190,gyeonggi
Male,167,seoul
FeMale,172,busan
FeMale,168,seoul
Male,163,busan
FeMale,187,gyeonggi
Male,181,busan
Male,162,gyeonggi
FeMale,160,busan
FeMale,189,gyeonggi
FeMale,190,busan
Male,162,gyeonggi
Male,183,busan
FeMale,188,gyeonggi
Male,190,gyeonggi
Male,170,busan
FeMale,190,seoul
Male,190,gyeonggi
FeMale,166,gyeonggi
Male,172,seoul
Male,186,gyeonggi
Male,166,seoul
FeMale,176,busan
FeMale,172,seoul
FeMale,181,seoul
Male,162,gyeonggi
FeMale,170,seoul
Male,172,seoul
FeMale,183,gyeonggi
Male,188,busan
FeMale,180,gyeonggi
FeMale,185,seoul
FeMale,166,gyeonggi
FeMale,160,gyeonggi
Male,182,seoul
FeMale,178,seoul
Male,177,gyeonggi
FeMale,182,busan
FeMale,184,busan
FeMale,180,seoul
FeMale,170,busan
Male,189,seoul
Male,184,gyeonggi
Male,170,seoul
Male,161,seoul
Male,172,busan
Male,165,gyeonggi
Male,188,gyeonggi
Male,187,busan
FeMale,176,gyeonggi
FeMale,190,busan
FeMale,181,busan
FeMale,187,busan
FeMale,184,busan
Male,187,busan
Male,183,gyeonggi
Male,182,busan
FeMale,164,seoul
Male,169,seoul
Male,184,gyeonggi
Male,180,gyeonggi
FeMale,184,busan
Male,161,seoul
FeMale,189,busan
Male,167,busan
Male,181,busan
Male,168,gyeonggi
FeMale,189,seoul
FeMale,183,busan
FeMale,173,busan
Male,182,gyeonggi
FeMale,162,gyeonggi
FeMale,160,gyeonggi
FeMale,160,busan
Male,165,seoul
FeMale,160,gyeonggi
FeMale,160,gyeonggi
Male,182,gyeonggi
Male,176,seoul
FeMale,174,gyeonggi
FeMale,189,seoul
FeMale,160,seoul
FeMale,166,busan
FeMale,176,busan
Male,161,busan
Male,166,seoul
FeMale,185,seoul
FeMale,183,gyeonggi
Male,182,gyeonggi
Male,178,busan
Male,178,gyeonggi
FeMale,168,seoul
FeMale,161,gyeonggi
FeMale,183,seoul
FeMale,172,busan
Male,167,busan
Male,187,busan
FeMale,188,busan
FeMale,183,gyeonggi
FeMale,171,busan
FeMale,184,gyeonggi
FeMale,175,seoul
Male,172,gyeonggi
Male,176,seoul
FeMale,186,gyeonggi
FeMale,186,seoul
FeMale,189,gyeonggi
FeMale,161,gyeonggi
FeMale,182,seoul
Male,174,gyeonggi
Male,162,gyeonggi
Male,168,gyeonggi
FeMale,176,seoul
Male,185,seoul
FeMale,163,seoul
FeMale,178,busan
Male,165,seoul
FeMale,190,seoul
Male,165,seoul
Male,189,seoul
FeMale,186,gyeonggi
Male,190,busan
FeMale,186,busan
FeMale,176,seoul
FeMale,173,gyeonggi
FeMale,167,seoul
FeMale,178,gyeonggi
FeMale,176,gyeonggi
FeMale,174,gyeonggi
FeMale,166,gyeonggi
FeMale,167,gyeonggi
Male,189,gyeonggi
FeMale,179,gyeonggi
FeMale,180,busan
FeMale,189,gyeonggi
FeMale,187,seoul
FeMale,160,gyeonggi
Male,162,seoul
FeMale,174,gyeonggi
FeMale,164,gyeonggi
FeMale,163,seoul
FeMale,175,seoul
FeMale,166,gyeonggi
FeMale,171,seoul
FeMale,161,gyeonggi
Male,163,busan
FeMale,175,busan
Male,166,seoul
FeMale,176,seoul
FeMale,164,seoul
Male,189,seoul
FeMale,163,gyeonggi
FeMale,184,gyeonggi
FeMale,168,seoul
Male,181,seoul
Male,168,gyeonggi
Male,163,seoul
Male,171,gyeonggi
FeMale,160,busan
FeMale,173,seoul
FeMale,182,gyeonggi
FeMale,169,gyeonggi
FeMale,171,gyeonggi
Male,190,busan
Male,167,busan
FeMale,172,seoul
FeMale,184,gyeonggi
FeMale,174,gyeonggi
FeMale,178,busan
Male,189,busan
FeMale,178,busan
Male,169,gyeonggi
FeMale,184,gyeonggi
Male,182,busan
Male,160,seoul
Male,186,gyeonggi
FeMale,181,seoul
Male,162,busan
FeMale,162,busan
Male,181,busan
FeMale,161,busan
Male,174,gyeonggi
FeMale,162,busan
FeMale,171,seoul
FeMale,172,gyeonggi
FeMale,181,busan
FeMale,163,seoul
Male,164,seoul
FeMale,161,gyeonggi
Male,185,seoul
FeMale,174,busan
FeMale,179,gyeonggi
FeMale,175,busan
FeMale,170,busan
FeMale,171,seoul
FeMale,184,gyeonggi
FeMale,174,seoul
FeMale,173,busan
Male,165,seoul
FeMale,168,seoul
Male,171,seoul
Male,161,busan
Male,181,busan
Male,174,gyeonggi
Male,164,gyeonggi
Male,168,busan
Male,180,busan
Male,190,gyeonggi
Male,178,busan
Male,190,busan
FeMale,183,busan
FeMale,182,gyeonggi
Male,168,seoul
FeMale,173,busan
Male,181,gyeonggi
FeMale,185,gyeonggi
FeMale,162,seoul
FeMale,179,gyeonggi
Male,160,busan
FeMale,182,gyeonggi
Male,188,gyeonggi
Male,165,seoul
FeMale,161,busan
Male,184,busan
Male,169,gyeonggi
Male,178,gyeonggi
FeMale,178,gyeonggi
FeMale,185,seoul
Male,166,gyeonggi
Male,177,busan
Male,189,seoul
Male,166,busan
Male,171,seoul
FeMale,184,seoul
FeMale,174,busan
FeMale,163,seoul
FeMale,187,seoul
FeMale,171,busan
FeMale,179,busan
FeMale,185,gyeonggi
Male,167,gyeonggi
FeMale,165,busan
FeMale,189,gyeonggi
Male,174,busan
FeMale,171,seoul
Male,189,seoul
Male,173,busan
FeMale,161,busan
FeMale,169,seoul
FeMale,173,gyeonggi
Male,185,gyeonggi
FeMale,178,busan
Male,173,gyeonggi
Male,188,busan
Male,167,seoul
FeMale,175,busan
FeMale,181,seoul
Male,174,gyeonggi
FeMale,183,busan
Male,168,gyeonggi
Male,187,seoul
Male,175,gyeonggi
Male,160,busan
Male,176,gyeonggi
FeMale,186,busan
FeMale,185,busan
FeMale,176,seoul
Male,176,gyeonggi
FeMale,184,seoul
FeMale,177,gyeonggi
FeMale,188,seoul
Male,165,seoul
FeMale,181,seoul
Male,190,seoul
Male,163,busan
FeMale,181,busan
FeMale,163,gyeonggi
FeMale,170,busan
Male,168,gyeonggi
Male,165,seoul
Male,187,busan
FeMale,182,gyeonggi
Male,164,gyeonggi
Male,189,seoul
Male,190,busan
Male,164,seoul
FeMale,176,seoul
Male,166,gyeonggi
FeMale,170,seoul
FeMale,161,gyeonggi
Male,161,seoul
FeMale,179,gyeonggi
FeMale,174,seoul
Male,177,seoul
Male,164,seoul
Male,188,seoul
Male,167,busan
Male,172,seoul
FeMale,178,gyeonggi
FeMale,165,seoul
FeMale,180,seoul
FeMale,188,busan
Male,178,busan
Male,160,seoul
Male,182,gyeonggi
FeMale,166,busan
FeMale,165,gyeonggi
FeMale,185,gyeonggi
FeMale,166,busan
Male,160,gyeonggi
FeMale,165,gyeonggi
Male,176,gyeonggi
Male,172,gyeonggi
FeMale,178,seoul
Male,176,seoul
Male,175,seoul
FeMale,187,gyeonggi
Male,173,gyeonggi
Male,187,busan
FeMale,167,gyeonggi
Male,169,gyeonggi
Male,174,seoul
FeMale,168,seoul
FeMale,183,seoul
Male,187,gyeonggi
FeMale,187,busan
FeMale,162,gyeonggi
Male,172,gyeonggi
Male,160,busan
FeMale,177,gyeonggi
Male,173,busan
Male,182,seoul
Male,186,busan
Male,165,seoul
Male,178,busan
FeMale,162,gyeonggi
Male,162,gyeonggi
Male,165,busan
FeMale,174,gyeonggi
Male,162,gyeonggi
Male,170,gyeonggi
FeMale,165,seoul
Male,179,gyeonggi
Male,172,gyeonggi
Male,160,seoul
FeMale,186,gyeonggi
Male,165,busan
Male,163,busan
FeMale,171,seoul
FeMale,172,gyeonggi
Male,164,gyeonggi
FeMale,168,busan
Male,181,seoul
Male,178,seoul
FeMale,184,seoul
FeMale,161,seoul
Male,168,gyeonggi
Male,176,gyeonggi
Male,190,gyeonggi
Male,160,seoul
FeMale,170,gyeonggi
Male,176,busan
Male,175,busan
FeMale,183,busan
FeMale,185,gyeonggi
FeMale,184,seoul
Male,160,busan
FeMale,179,seoul
Male,163,gyeonggi
Male,168,gyeonggi
FeMale,175,seoul
Male,180,busan
Male,162,busan
Male,171,busan
Male,185,seoul
Male,170,busan
Male,177,seoul
Male,165,gyeonggi
FeMale,178,seoul
FeMale,186,seoul
Male,166,gyeonggi
Male,176,busan
Male,168,busan
FeMale,160,gyeonggi
Male,166,seoul
FeMale,172,busan
FeMale,171,gyeonggi
FeMale,164,seoul
FeMale,187,gyeonggi
Male,174,gyeonggi
FeMale,160,gyeonggi
Male,177,seoul
FeMale,165,gyeonggi
Male,166,gyeonggi
FeMale,172,busan
FeMale,187,seoul
Male,174,gyeonggi
FeMale,167,gyeonggi
Male,177,busan
FeMale,188,busan
Male,161,busan
FeMale,168,seoul
FeMale,184,busan
FeMale,176,busan
Male,179,gyeonggi
FeMale,183,busan
FeMale,162,gyeonggi
FeMale,160,seoul
Male,188,busan
Male,181,busan
Male,186,busan
Male,161,seoul
Male,163,seoul
Male,181,busan
Male,186,busan
Male,188,seoul
FeMale,180,seoul
Male,160,busan
Male,171,seoul
Male,186,busan
Male,179,busan
Male,167,seoul
FeMale,161,seoul
FeMale,173,gyeonggi
Male,163,seoul
Male,179,gyeonggi
FeMale,174,gyeonggi
Male,168,gyeonggi
Male,169,seoul
FeMale,161,seoul
Male,187,gyeonggi
FeMale,160,busan
Male,165,busan
Male,176,gyeonggi
FeMale,190,seoul
Male,175,gyeonggi
FeMale,174,seoul
FeMale,167,gyeonggi
Male,167,busan
Male,176,gyeonggi
Male,172,busan
FeMale,175,busan
Male,173,busan
FeMale,184,busan
Male,178,seoul
FeMale,164,gyeonggi
FeMale,174,gyeonggi
Male,167,busan
FeMale,179,busan
Male,186,gyeonggi
Male,188,gyeonggi
Male,189,busan
Male,180,gyeonggi
Male,164,gyeonggi
Male,185,gyeonggi
Male,181,busan
FeMale,187,gyeonggi
FeMale,170,seoul
Male,178,busan
FeMale,181,gyeonggi
FeMale,184,gyeonggi
FeMale,162,busan
FeMale,184,seoul
Male,161,gyeonggi
Male,170,gyeonggi
Male,186,busan
Male,164,seoul
FeMale,172,busan
FeMale,183,gyeonggi
Male,167,gyeonggi
Male,189,gyeonggi
FeMale,167,busan
Male,189,gyeonggi
FeMale,190,gyeonggi
FeMale,164,seoul
FeMale,183,busan
Male,162,gyeonggi
Male,164,seoul
Male,172,busan
Male,190,busan
FeMale,173,gyeonggi
FeMale,160,gyeonggi
Male,176,seoul
Male,179,gyeonggi
Male,162,busan
FeMale,186,busan
FeMale,168,seoul
FeMale,169,gyeonggi
Male,186,busan
FeMale,185,busan
Male,172,gyeonggi
Male,165,busan
FeMale,174,gyeonggi
FeMale,185,busan
Male,162,seoul
Male,176,seoul
Male,189,gyeonggi
FeMale,163,gyeonggi
Male,165,seoul
FeMale,190,seoul
Male,186,seoul
FeMale,162,busan
Male,176,seoul
FeMale,174,seoul
Male,161,busan
Male,190,busan
Male,170,busan
FeMale,176,gyeonggi
Male,168,busan
Male,183,seoul
Male,171,gyeonggi
Male,189,seoul
Male,172,gyeonggi
Male,173,gyeonggi
FeMale,181,busan
Male,177,seoul
FeMale,185,busan
Male,181,gyeonggi
FeMale,170,gyeonggi
FeMale,183,gyeonggi
